,Natureza,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total,Ano,Cidade,Regiao
12089,ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pedrinhas Paulista,Presidente Prudente
12090,ESTUPRO DE VULNERÁVEL,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Pedrinhas Paulista,Presidente Prudente
12091,TOTAL DE ROUBO - OUTROS (1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pedrinhas Paulista,Presidente Prudente
12092,ROUBO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pedrinhas Paulista,Presidente Prudente
12093,ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pedrinhas Paulista,Presidente Prudente
12094,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pedrinhas Paulista,Presidente Prudente
12095,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pedrinhas Paulista,Presidente Prudente
12096,FURTO - OUTROS,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Pedrinhas Paulista,Presidente Prudente
12097,FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pedrinhas Paulista,Presidente Prudente
12098,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Piquerobi,Presidente Prudente
12099,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Piquerobi,Presidente Prudente
12100,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Piquerobi,Presidente Prudente
12101,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Piquerobi,Presidente Prudente
12102,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Piquerobi,Presidente Prudente
12103,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Piquerobi,Presidente Prudente
12104,TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Piquerobi,Presidente Prudente
12105,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Piquerobi,Presidente Prudente
12106,LESÃO CORPORAL DOLOSA,1.0,0.0,2.0,...,...,...,...,...,...,...,...,...,3.0,2022,Piquerobi,Presidente Prudente
12107,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Piquerobi,Presidente Prudente
12108,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Piquerobi,Presidente Prudente
12109,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Piquerobi,Presidente Prudente
12110,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Piquerobi,Presidente Prudente
12111,TOTAL DE ESTUPRO (4),1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Piquerobi,Presidente Prudente
12112,ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Piquerobi,Presidente Prudente
12113,ESTUPRO DE VULNERÁVEL,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Piquerobi,Presidente Prudente
12114,TOTAL DE ROUBO - OUTROS (1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Piquerobi,Presidente Prudente
12115,ROUBO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Piquerobi,Presidente Prudente
12116,ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Piquerobi,Presidente Prudente
12117,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Piquerobi,Presidente Prudente
12118,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Piquerobi,Presidente Prudente
12119,FURTO - OUTROS,1.0,1.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2022,Piquerobi,Presidente Prudente
12120,FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Piquerobi,Presidente Prudente
12121,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pirapozinho,Presidente Prudente
12122,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pirapozinho,Presidente Prudente
12123,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pirapozinho,Presidente Prudente
12124,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pirapozinho,Presidente Prudente
12125,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pirapozinho,Presidente Prudente
12126,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pirapozinho,Presidente Prudente
12127,TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pirapozinho,Presidente Prudente
12128,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pirapozinho,Presidente Prudente
12129,LESÃO CORPORAL DOLOSA,12.0,10.0,20.0,...,...,...,...,...,...,...,...,...,42.0,2022,Pirapozinho,Presidente Prudente
12130,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,4.0,0.0,2.0,...,...,...,...,...,...,...,...,...,6.0,2022,Pirapozinho,Presidente Prudente
12131,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pirapozinho,Presidente Prudente
12132,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pirapozinho,Presidente Prudente
12133,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pirapozinho,Presidente Prudente
12134,TOTAL DE ESTUPRO (4),1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Pirapozinho,Presidente Prudente
12135,ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pirapozinho,Presidente Prudente
12136,ESTUPRO DE VULNERÁVEL,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Pirapozinho,Presidente Prudente
12137,TOTAL DE ROUBO - OUTROS (1),1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2022,Pirapozinho,Presidente Prudente
12138,ROUBO - OUTROS,1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2022,Pirapozinho,Presidente Prudente
12139,ROUBO DE VEÍCULO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Pirapozinho,Presidente Prudente
12140,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pirapozinho,Presidente Prudente
12141,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pirapozinho,Presidente Prudente
12142,FURTO - OUTROS,11.0,9.0,14.0,...,...,...,...,...,...,...,...,...,34.0,2022,Pirapozinho,Presidente Prudente
12143,FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pirapozinho,Presidente Prudente
12144,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Platina,Presidente Prudente
12145,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Platina,Presidente Prudente
12146,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Platina,Presidente Prudente
12147,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Platina,Presidente Prudente
12148,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Platina,Presidente Prudente
12149,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Platina,Presidente Prudente
12150,TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Platina,Presidente Prudente
12151,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Platina,Presidente Prudente
12152,LESÃO CORPORAL DOLOSA,0.0,3.0,3.0,...,...,...,...,...,...,...,...,...,6.0,2022,Platina,Presidente Prudente
12153,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Platina,Presidente Prudente
12154,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Platina,Presidente Prudente
12155,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Platina,Presidente Prudente
12156,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Platina,Presidente Prudente
12157,TOTAL DE ESTUPRO (4),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Platina,Presidente Prudente
12158,ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Platina,Presidente Prudente
12159,ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Platina,Presidente Prudente
12160,TOTAL DE ROUBO - OUTROS (1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Platina,Presidente Prudente
12161,ROUBO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Platina,Presidente Prudente
12162,ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Platina,Presidente Prudente
12163,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Platina,Presidente Prudente
12164,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Platina,Presidente Prudente
12165,FURTO - OUTROS,2.0,2.0,1.0,...,...,...,...,...,...,...,...,...,5.0,2022,Platina,Presidente Prudente
12166,FURTO DE VEÍCULO,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Platina,Presidente Prudente
12167,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pracinha,Presidente Prudente
12168,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pracinha,Presidente Prudente
12169,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pracinha,Presidente Prudente
12170,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pracinha,Presidente Prudente
12171,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pracinha,Presidente Prudente
12172,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pracinha,Presidente Prudente
12173,TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pracinha,Presidente Prudente
12174,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pracinha,Presidente Prudente
12175,LESÃO CORPORAL DOLOSA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pracinha,Presidente Prudente
12176,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pracinha,Presidente Prudente
12177,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Pracinha,Presidente Prudente
12178,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pracinha,Presidente Prudente
12179,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pracinha,Presidente Prudente
12180,TOTAL DE ESTUPRO (4),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pracinha,Presidente Prudente
12181,ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pracinha,Presidente Prudente
12182,ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pracinha,Presidente Prudente
12183,TOTAL DE ROUBO - OUTROS (1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pracinha,Presidente Prudente
12184,ROUBO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pracinha,Presidente Prudente
12185,ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pracinha,Presidente Prudente
12186,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pracinha,Presidente Prudente
12187,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pracinha,Presidente Prudente
12188,FURTO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Pracinha,Presidente Prudente
12189,FURTO DE VEÍCULO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Pracinha,Presidente Prudente
12190,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Bernardes,Presidente Prudente
12191,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Bernardes,Presidente Prudente
12192,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Bernardes,Presidente Prudente
12193,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Bernardes,Presidente Prudente
12194,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Bernardes,Presidente Prudente
12195,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Bernardes,Presidente Prudente
12196,TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Bernardes,Presidente Prudente
12197,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Bernardes,Presidente Prudente
12198,LESÃO CORPORAL DOLOSA,4.0,4.0,2.0,...,...,...,...,...,...,...,...,...,10.0,2022,Presidente Bernardes,Presidente Prudente
12199,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2.0,0.0,2.0,...,...,...,...,...,...,...,...,...,4.0,2022,Presidente Bernardes,Presidente Prudente
12200,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Bernardes,Presidente Prudente
12201,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Bernardes,Presidente Prudente
12202,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Bernardes,Presidente Prudente
12203,TOTAL DE ESTUPRO (4),0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Presidente Bernardes,Presidente Prudente
12204,ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Bernardes,Presidente Prudente
12205,ESTUPRO DE VULNERÁVEL,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Presidente Bernardes,Presidente Prudente
12206,TOTAL DE ROUBO - OUTROS (1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Bernardes,Presidente Prudente
12207,ROUBO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Bernardes,Presidente Prudente
12208,ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Bernardes,Presidente Prudente
12209,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Bernardes,Presidente Prudente
12210,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Bernardes,Presidente Prudente
12211,FURTO - OUTROS,0.0,3.0,2.0,...,...,...,...,...,...,...,...,...,5.0,2022,Presidente Bernardes,Presidente Prudente
12212,FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Bernardes,Presidente Prudente
12213,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Epitácio,Presidente Prudente
12214,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Epitácio,Presidente Prudente
12215,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Epitácio,Presidente Prudente
12216,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Epitácio,Presidente Prudente
12217,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Epitácio,Presidente Prudente
12218,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Epitácio,Presidente Prudente
12219,TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Epitácio,Presidente Prudente
12220,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Epitácio,Presidente Prudente
12221,LESÃO CORPORAL DOLOSA,16.0,15.0,17.0,...,...,...,...,...,...,...,...,...,48.0,2022,Presidente Epitácio,Presidente Prudente
12222,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,12.0,5.0,10.0,...,...,...,...,...,...,...,...,...,27.0,2022,Presidente Epitácio,Presidente Prudente
12223,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Presidente Epitácio,Presidente Prudente
12224,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Epitácio,Presidente Prudente
12225,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Epitácio,Presidente Prudente
12226,TOTAL DE ESTUPRO (4),2.0,1.0,3.0,...,...,...,...,...,...,...,...,...,6.0,2022,Presidente Epitácio,Presidente Prudente
12227,ESTUPRO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Presidente Epitácio,Presidente Prudente
12228,ESTUPRO DE VULNERÁVEL,2.0,1.0,2.0,...,...,...,...,...,...,...,...,...,5.0,2022,Presidente Epitácio,Presidente Prudente
12229,TOTAL DE ROUBO - OUTROS (1),0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Presidente Epitácio,Presidente Prudente
12230,ROUBO - OUTROS,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Presidente Epitácio,Presidente Prudente
12231,ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Epitácio,Presidente Prudente
12232,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Epitácio,Presidente Prudente
12233,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Epitácio,Presidente Prudente
12234,FURTO - OUTROS,28.0,22.0,38.0,...,...,...,...,...,...,...,...,...,88.0,2022,Presidente Epitácio,Presidente Prudente
12235,FURTO DE VEÍCULO,1.0,0.0,2.0,...,...,...,...,...,...,...,...,...,3.0,2022,Presidente Epitácio,Presidente Prudente
12236,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Prudente,Presidente Prudente
12237,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Prudente,Presidente Prudente
12238,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Prudente,Presidente Prudente
12239,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Prudente,Presidente Prudente
12240,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2022,Presidente Prudente,Presidente Prudente
12241,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Prudente,Presidente Prudente
12242,TENTATIVA DE HOMICÍDIO,1.0,1.0,2.0,...,...,...,...,...,...,...,...,...,4.0,2022,Presidente Prudente,Presidente Prudente
12243,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Prudente,Presidente Prudente
12244,LESÃO CORPORAL DOLOSA,85.0,66.0,112.0,...,...,...,...,...,...,...,...,...,263.0,2022,Presidente Prudente,Presidente Prudente
12245,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,39.0,49.0,82.0,...,...,...,...,...,...,...,...,...,170.0,2022,Presidente Prudente,Presidente Prudente
12246,LESÃO CORPORAL CULPOSA - OUTRAS,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Presidente Prudente,Presidente Prudente
12247,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Prudente,Presidente Prudente
12248,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Prudente,Presidente Prudente
12249,TOTAL DE ESTUPRO (4),4.0,4.0,6.0,...,...,...,...,...,...,...,...,...,14.0,2022,Presidente Prudente,Presidente Prudente
12250,ESTUPRO,1.0,2.0,3.0,...,...,...,...,...,...,...,...,...,6.0,2022,Presidente Prudente,Presidente Prudente
12251,ESTUPRO DE VULNERÁVEL,3.0,2.0,3.0,...,...,...,...,...,...,...,...,...,8.0,2022,Presidente Prudente,Presidente Prudente
12252,TOTAL DE ROUBO - OUTROS (1),9.0,14.0,23.0,...,...,...,...,...,...,...,...,...,46.0,2022,Presidente Prudente,Presidente Prudente
12253,ROUBO - OUTROS,9.0,14.0,23.0,...,...,...,...,...,...,...,...,...,46.0,2022,Presidente Prudente,Presidente Prudente
12254,ROUBO DE VEÍCULO,1.0,1.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2022,Presidente Prudente,Presidente Prudente
12255,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Prudente,Presidente Prudente
12256,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Prudente,Presidente Prudente
12257,FURTO - OUTROS,178.0,176.0,191.0,...,...,...,...,...,...,...,...,...,545.0,2022,Presidente Prudente,Presidente Prudente
12258,FURTO DE VEÍCULO,19.0,19.0,16.0,...,...,...,...,...,...,...,...,...,54.0,2022,Presidente Prudente,Presidente Prudente
12259,HOMICÍDIO DOLOSO (2),0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Presidente Venceslau,Presidente Prudente
12260,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Presidente Venceslau,Presidente Prudente
12261,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Venceslau,Presidente Prudente
12262,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Venceslau,Presidente Prudente
12263,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Venceslau,Presidente Prudente
12264,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Venceslau,Presidente Prudente
12265,TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Presidente Venceslau,Presidente Prudente
